0.1	1
0.10351	0.024265
0.10715	0.0060098
0.11092	0.0016836
0.11482	0.00052933
0.11885	0.00018539
0.12303	7.1827e-05
0.12735	3.0582e-05
0.13183	1.4219e-05
0.13646	7.1777e-06
0.14125	3.9115e-06
0.14622	2.2891e-06
0.15136	1.4316e-06
0.15668	9.5216e-07
0.16218	6.7059e-07
0.16788	4.9802e-07
0.17378	3.8847e-07
0.17989	3.1709e-07
0.18621	2.6991e-07
0.19275	2.388e-07
0.19953	2.1893e-07
0.20654	2.0737e-07
0.2138	2.0239e-07
0.22131	2.0301e-07
0.22909	2.0879e-07
0.23714	2.1967e-07
0.24547	2.3592e-07
0.2541	2.5815e-07
0.26303	2.8725e-07
0.27227	3.2448e-07
0.28184	3.7149e-07
0.29174	4.3041e-07
0.302	5.0393e-07
0.31261	5.9544e-07
0.32359	7.0916e-07
0.33497	8.5034e-07
0.34674	1.0254e-06
0.35892	1.2424e-06
0.37154	1.5108e-06
0.38459	1.8426e-06
0.39811	2.2516e-06
0.4121	2.7549e-06
0.42658	3.3724e-06
0.44157	4.1276e-06
0.45709	5.0477e-06
0.47315	6.164e-06
0.48978	7.512e-06
0.50699	9.1312e-06
0.52481	1.1065e-05
0.54325	1.3361e-05
0.56234	1.6067e-05
0.5821	1.9235e-05
0.60256	2.2917e-05
0.62373	2.716e-05
0.64565	3.201e-05
0.66834	3.7506e-05
0.69183	4.3678e-05
0.71614	5.0546e-05
0.74131	5.8116e-05
0.76736	6.638e-05
0.79433	7.5311e-05
0.82224	8.4867e-05
0.85114	9.4987e-05
0.88105	0.0001056
0.91201	0.0001166
0.94406	0.00012788
0.97724	0.00013934
1.0116	0.00015083
1.0471	0.00016223
1.0839	0.00017339
1.122	0.0001842
1.1614	0.00019451
1.2023	0.00020421
1.2445	0.00021319
1.2882	0.00022135
1.3335	0.00022862
1.3804	0.00023493
1.4289	0.00024024
1.4791	0.00024452
1.5311	0.00024776
1.5849	0.00024996
1.6406	0.00025115
1.6982	0.00025136
1.7579	0.00025063
1.8197	0.00024902
1.8836	0.0002466
1.9498	0.00024344
2.0184	0.00023961
2.0893	0.00023518
2.1627	0.00023024
2.2387	0.00022485
2.3174	0.0002191
2.3988	0.00021306
2.4831	0.00020678
2.5704	0.00020034
2.6607	0.00019378
2.7542	0.00018716
2.851	0.00018053
2.9512	0.00017392
3.0549	0.00016737
3.1623	0.00016091
3.2734	0.00015456
3.3884	0.00014834
3.5075	0.00014227
3.6308	0.00013636
3.7584	0.00013062
3.8905	0.00012505
4.0272	0.00011967
4.1687	0.00011447
4.3152	0.00010945
4.4668	0.00010462
4.6238	9.9968e-05
4.7863	9.5494e-05
4.9545	9.1194e-05
5.1286	8.7065e-05
5.3088	8.3104e-05
5.4954	7.9304e-05
5.6885	7.5662e-05
5.8884	7.2173e-05
6.0954	6.8831e-05
6.3096	6.5633e-05
6.5313	6.2572e-05
6.7608	5.9644e-05
6.9984	5.6844e-05
7.2444	5.4168e-05
7.4989	5.161e-05
7.7625	4.9167e-05
8.0353	4.6833e-05
8.3176	4.4604e-05
8.6099	4.2477e-05
8.9125	4.0446e-05
9.2257	3.8508e-05
9.5499	3.6659e-05
9.8855	3.4896e-05
10.233	3.3214e-05
10.593	3.1611e-05
10.965	3.0082e-05
11.35	2.8625e-05
11.749	2.7236e-05
12.162	2.5912e-05
12.589	2.4651e-05
13.032	2.345e-05
13.49	2.2306e-05
13.964	2.1216e-05
14.454	2.0178e-05
14.962	1.919e-05
15.488	1.8249e-05
16.032	1.7353e-05
16.596	1.6501e-05
17.179	1.5689e-05
17.783	1.4917e-05
18.408	1.4182e-05
19.055	1.3482e-05
19.724	1.2817e-05
20.417	1.2184e-05
21.135	1.1581e-05
21.878	1.1008e-05
22.646	1.0463e-05
23.442	9.945e-06
24.266	9.4519e-06
25.119	8.983e-06
26.002	8.537e-06
26.915	8.1129e-06
27.861	7.7097e-06
28.84	7.3263e-06
29.854	6.9618e-06
30.903	6.6152e-06
31.989	6.2857e-06
33.113	5.9725e-06
34.277	5.6747e-06
35.481	5.3917e-06
36.728	5.1227e-06
38.019	4.867e-06
39.355	4.6239e-06
40.738	4.3929e-06
42.17	4.1734e-06
43.652	3.9647e-06
45.186	3.7665e-06
46.774	3.578e-06
48.417	3.399e-06
50.119	3.2288e-06
51.88	3.0671e-06
53.703	2.9135e-06
55.59	2.7675e-06
57.544	2.6288e-06
59.566	2.4971e-06
61.66	2.3719e-06
63.826	2.2529e-06
66.069	2.1399e-06
68.391	2.0325e-06
70.795	1.9305e-06
73.282	1.8336e-06
75.858	1.7415e-06
78.524	1.6541e-06
81.283	1.571e-06
84.14	1.4921e-06
87.096	1.4171e-06
90.157	1.3459e-06
93.325	1.2783e-06
96.605	1.214e-06
100	1.153e-06
